"";"Bill_shock";"Online_account";"Opt_In_Mail";"Opt_In_Post";"Opt_In_Tel";"MA_Grundversorger";"MA_Erweitert";"MA_Restlich";"Recovered";"Continuous_relationship";"Age";"Consumption";"Annual_account";"DBII";"Minimum_contract_term";"Customer_since_interval";"Contract_start_date_interval";"Longitude";"Latitude";"Inhabitants";"Cluster"
"50";1;0;0;1;0;0;0;1;0;0;76;6086;373,21;19,8309727908097;12;160;13;48,1917;8,34549;3632;"1"
"51";0;0;0;1;0;0;0;1;0;0;55;5955;188,88;17,8746215123859;24;160;13;48,1917;8,34549;3632;"1"
"52";1;0;1;1;0;0;0;1;0;0;70;2368;269,01;12,7132511442786;24;151;13;48,0543;8,4237;17568;"1"
"53";0;0;0;1;0;0;0;1;0;0;77;2766;153;13,5843528810046;24;139;0;48,0543;8,4237;17568;"1"
"54";0;0;0;1;0;1;0;0;0;0;87;5738;-55,2;19,7153263178295;12;158;37;47,998;8,59023;12315;"7"
"55";0;0;0;1;0;1;0;0;0;0;60;3708;110,38;4,00066912446623;24;160;18;48,0056;8,47567;5025;"7"
"56";1;0;0;1;0;1;0;0;0;0;78;3889;391,24;14,8917785100013;12;153;13;47,9746;8,26322;2129;"7"
"57";0;0;0;1;0;1;0;0;0;0;69;5855;212,55;21,6111650227784;24;159;13;47,8233;8,8224;3631;"7"
"58";0;0;0;1;0;0;0;1;0;0;87;3031;136,17;16,7637126840201;12;160;27;48,0543;8,4237;17568;"1"
"59";0;0;0;1;1;1;0;0;0;0;65;4135;132,16;13,8678266085513;24;158;13;48,095;8,55263;3581;"3"
"60";0;0;0;1;0;1;0;0;0;0;72;4854;104,95;14,0394522606868;12;158;13;48,095;8,55263;3581;"7"
"61";0;0;0;1;0;1;0;0;0;0;66;5657;-5,53;17,4531128560537;12;155;13;47,907;8,65239;5991;"7"
"62";0;0;0;1;0;1;0;0;0;0;63;4137;155,89;15,5373974500323;12;155;37;47,8961;8,50809;7436;"7"
"63";0;0;0;1;0;0;1;0;0;0;84;4134;161,3;12,7545304406428;12;152;13;47,9376;8,19061;11538;"5"
"64";0;0;0;1;0;0;1;0;0;0;71;3431;73,71;14,4636529509166;24;152;32;47,9376;8,19061;11538;"5"
"65";0;0;0;1;0;0;0;1;0;0;73;4057;257,87;17,9148685446137;24;160;13;48,0543;8,4237;17568;"1"
"66";0;0;0;1;0;1;0;0;0;0;60;6071;96,72;21,7877257396411;24;151;26;48,1381;8,50761;5825;"7"
"67";0;0;0;1;0;1;0;0;0;0;79;5959;232,88;17,3330638536776;12;141;0;47,9384;8,0895;1647;"7"
"68";0;0;0;1;1;1;0;0;0;0;86;3071;135,51;12,7619559748379;12;151;13;48,1381;8,50761;5825;"3"
"69";0;0;0;1;0;1;0;0;0;0;76;2900;680,96;13,2835197082557;24;159;37;47,8233;8,8224;3631;"7"
"70";0;0;0;1;0;1;0;0;0;0;50;3186;71,69;6,46950909494833;24;158;19;47,998;8,59023;12315;"7"
"71";1;0;0;1;0;0;0;1;0;0;84;3056;395,72;14,8317039090163;24;151;37;48,0543;8,4237;17568;"1"
"72";0;0;0;1;0;0;0;1;0;0;44;4752;25,5;18,2797555649861;24;148;0;48,1917;8,34549;3632;"1"
"73";0;0;0;1;1;1;0;0;0;0;78;2911;33,44;13,3153944782224;24;158;13;47,8851;8,35481;7590;"3"
"74";0;0;0;1;0;1;0;0;0;0;76;1794;60,68;5,692485;24;154;20;47,9598;8,50041;21340;"7"
"75";0;0;0;1;0;1;0;0;0;0;63;5284;259,82;20,2851980961417;24;158;13;48,095;8,55263;3581;"7"
"76";0;0;0;1;0;1;0;0;0;0;45;3521;100,27;13,9330768761639;12;158;37;48,095;8,55263;3581;"7"
"77";0;0;0;1;0;1;0;0;0;0;48;3848;37,27;16,0668095545155;24;155;37;47,9598;8,50041;21340;"7"
"78";0;0;0;1;0;1;0;0;0;0;83;6428;96,5;18,6159223030303;12;140;0;47,9115;8,27922;1954;"7"
"79";0;0;0;1;0;1;0;0;0;0;62;5194;30,57;16,7758892939766;24;159;26;47,9319;8,87866;4507;"7"
"80";1;0;0;1;0;1;0;0;0;0;58;3971;246,54;15,1051992585551;12;159;37;47,7811;8,7633;8186;"7"
"81";0;0;0;1;0;1;0;0;0;0;50;6332;386,04;21,2534217185115;12;155;13;47,8961;8,50809;7436;"7"
"82";0;0;0;1;0;1;0;0;0;0;86;6527;270,71;7,73411207104558;24;154;22;47,9598;8,50041;21340;"7"
"83";0;0;1;1;1;1;0;0;0;0;54;4611;-222,57;16,7721475;12;155;13;47,9598;8,50041;21340;"0"
"84";1;0;0;1;0;1;0;0;0;0;40;1501;77,93;8,67310222317351;12;159;37;47,9319;8,87866;4507;"0"
"85";1;0;0;1;0;1;0;0;0;0;53;30198;1786,02;83,4003651102486;12;154;37;47,8193;8,67623;4577;"0"
"86";1;1;0;1;0;0;0;1;0;0;62;5451;486,2;22,5555998316802;24;151;13;48,0543;8,4237;17568;"0"
"87";0;0;0;1;0;1;0;0;0;0;78;2378;130,69;11,4336804235079;24;155;26;47,907;8,65239;5991;"7"
"88";0;0;0;1;0;1;0;0;0;0;85;5137;271,44;18,3565117665583;12;152;13;47,8687;8,19993;4872;"7"
"89";0;0;0;1;0;0;0;1;0;0;61;3111;46,36;13,6129940689468;24;148;0;48,1917;8,34549;3632;"1"
"90";0;0;0;1;0;1;0;0;0;0;86;3440;185;13,7227182698828;12;153;37;47,9746;8,26322;2129;"7"
"91";0;0;0;1;0;1;0;0;0;0;65;6941;37,23;25,1531818265053;24;160;13;47,9598;8,50041;21340;"7"
"92";1;0;0;1;0;1;0;0;0;0;74;3655;336,7;15,500412218887;24;151;37;47,6246;8,12394;7240;"7"
"93";0;0;0;1;0;1;0;0;0;0;68;2994;80,41;6,4182153987863;24;160;25;47,9598;8,50041;21340;"7"
"94";1;0;0;1;0;0;0;1;0;0;85;2990;347,53;13,2671066452769;24;160;30;48,1917;8,34549;3632;"1"
"95";0;0;0;1;0;0;1;0;0;0;48;4780;94,73;17,5487345696528;12;153;13;47,9376;8,19061;11538;"5"
"96";0;0;0;1;0;1;0;0;0;0;76;2516;27,72;12,69114317085;12;154;22;47,9393;8,72714;5581;"7"
"97";1;0;0;1;0;1;0;0;0;0;49;6168;198,77;19,182738616523;24;154;13;47,9598;8,50041;21340;"7"
"98";0;0;0;1;0;1;0;0;0;0;93;3247;156,42;13,2195759718472;12;151;13;48,1381;8,50761;5825;"7"
"99";0;0;0;1;0;1;0;0;0;0;60;3753;24,97;14,5374285145962;12;153;13;47,8687;8,19993;4872;"7"
"100";0;0;0;1;0;1;0;0;0;0;83;3120;159,67;12,8892679865912;12;157;13;47,9319;8,87866;4507;"7"
"101";0;0;0;1;0;1;0;0;0;0;89;5458;197,79;18,9781455906378;12;154;13;47,9598;8,50041;21340;"7"
"102";0;0;0;1;0;0;0;1;0;0;58;6562;701,25;24,3130061281266;24;153;13;48,1917;8,34549;3632;"1"
"103";0;0;0;1;0;1;0;0;0;0;78;5766;195,85;19,7806653030303;12;153;13;47,8687;8,19993;4872;"7"
"104";0;0;0;1;0;1;0;0;0;0;61;1807;313,88;10,1627753942398;24;154;36;47,9598;8,50041;21340;"7"
"105";0;0;0;1;0;1;0;0;0;0;73;3305;97,57;13,3706434042809;12;158;13;48,095;8,55263;3581;"7"
"106";0;0;1;1;0;1;0;0;0;0;48;4530;179,69;17,8908422274357;24;140;0;47,9746;8,26322;2129;"8"
"107";0;0;0;1;0;1;0;0;0;0;51;3705;205,5;15,6476911384977;24;158;13;47,814;8,32346;6774;"7"
"108";0;0;0;1;0;1;0;0;0;0;83;3667;147,18;15,5365347727273;24;158;13;48,095;8,55263;3581;"7"
"109";0;0;0;1;0;0;1;0;0;0;80;4308;-52,41;15,5545261819712;12;152;32;47,9376;8,19061;11538;"5"
"110";0;0;0;1;0;1;0;0;0;0;74;3760;-93,98;14,5561161160355;12;158;13;48,1533;8,42231;5895;"7"
"111";0;0;0;1;0;1;0;0;0;0;64;5792;76,46;15,5848503106239;12;151;13;48,1381;8,50761;5825;"7"
"112";0;0;0;1;0;1;0;0;0;0;61;4013;126,59;16,3923695529669;24;151;13;48,1533;8,42231;5895;"7"
"113";1;0;0;1;0;0;0;1;0;0;47;4711;336,98;18,6034429545455;24;160;13;48,1917;8,34549;3632;"1"
"114";1;0;0;1;0;1;0;0;0;0;70;4422;309,24;17,7541031861958;24;151;13;47,9598;8,50041;21340;"7"
"115";0;0;0;1;0;1;0;0;0;0;62;5731;158,91;21,598121763001;24;158;13;48,095;8,55263;3581;"7"
"116";0;0;0;1;0;1;0;0;0;0;46;10367;-73,21;23,3893777010592;12;156;13;47,5877;8,06966;8500;"7"
"117";1;0;0;1;0;1;0;0;0;0;60;3357;257,36;12,7194081872012;24;151;13;48,0056;8,47567;5025;"7"
"118";0;0;0;1;0;1;0;0;0;0;71;3615;113,7;14,1790041666667;12;155;37;47,907;8,65239;5991;"7"
"119";0;0;0;1;0;0;1;0;0;0;86;3308;138,67;13,5568670052456;12;152;37;47,9376;8,19061;11538;"5"
"120";0;0;0;1;0;1;0;0;0;0;51;3792;239,48;15,6440299421739;24;158;27;47,998;8,59023;12315;"7"
"121";0;0;0;1;0;1;0;0;0;0;71;5260;145,89;18,4623629821958;12;154;13;47,8193;8,67623;4577;"7"
"122";1;0;0;1;0;1;0;0;0;0;53;2683;200,33;12,6454979336767;24;160;13;48,0204;8,29805;3904;"7"
"123";0;0;0;1;0;1;0;0;0;0;37;5680;172,24;21,448362657523;24;154;13;47,9598;8,50041;21340;"7"
"124";0;0;0;1;0;1;0;0;0;0;72;9883;429,73;27,6341017943821;24;144;0;47,907;8,65239;5991;"7"
"125";0;0;0;1;0;1;0;0;0;0;69;2759;121,6;12,8689110216573;24;158;13;48,095;8,55263;3581;"7"
"126";1;0;0;1;0;1;0;0;0;0;78;3144;387,35;13,9986870028867;24;159;13;47,8233;8,8224;3631;"7"
"127";0;0;0;1;0;0;0;1;0;0;77;2837;119,85;13,3295225623269;12;160;13;48,0543;8,4237;17568;"1"
"128";1;0;0;1;0;0;1;0;0;0;49;6835;488,02;25,4006296365305;24;152;13;47,9376;8,19061;11538;"0"
"129";0;0;0;1;0;1;0;0;0;0;43;5184;229,29;23,0815923460808;24;153;13;47,8646;8,07199;1745;"7"
"130";0;0;0;1;0;1;0;0;0;0;62;3155;-5,53;12,9796668418142;12;158;13;48,1533;8,42231;5895;"7"
"131";0;0;0;1;0;1;0;0;0;0;56;4548;182,66;18,1232533510352;24;158;13;48,1533;8,42231;5895;"7"
"132";0;0;0;1;0;1;0;0;0;0;46;4273;62,68;11,7217928236225;12;159;22;47,7811;8,7633;8186;"7"
"133";0;0;0;1;0;0;0;1;0;0;75;2775;103,38;12,9154585387903;24;160;13;48,1917;8,34549;3632;"1"
"134";0;0;0;1;0;1;0;0;0;0;71;4644;365,15;18,4067714926228;24;151;13;48,0056;8,47567;5025;"7"
"135";0;0;0;1;0;1;0;0;0;0;69;4001;385,48;13,8696242530049;24;151;13;48,1533;8,42231;5895;"7"
"136";1;0;0;1;0;1;0;0;0;0;76;2464;463,5;5,97737845841786;24;155;24;47,907;8,65239;5991;"7"
"137";0;0;0;1;0;1;0;0;0;0;74;3819;238,11;15,9809810952651;24;151;13;48,1533;8,42231;5895;"7"
"138";1;0;1;1;0;1;0;0;0;0;61;8908;592,52;28,3328190941073;12;159;13;47,9393;8,72714;5581;"0"
"139";1;0;0;1;0;1;0;0;0;0;53;5453;985;20,7826484173412;24;159;13;47,9319;8,87866;4507;"7"
"140";0;0;1;1;0;1;0;0;0;0;73;3067;106,56;12,7511834191177;12;156;13;47,8961;8,50809;7436;"8"
"141";0;0;0;1;0;1;0;0;0;0;54;4386;106,46;16,1865599009247;12;154;37;47,9598;8,50041;21340;"7"
"142";0;0;0;1;0;1;0;0;0;0;46;3140;190,13;12,9412840142371;12;160;13;48,1381;8,50761;5825;"7"
"143";0;0;0;1;0;1;0;0;0;0;70;3124;116,77;6,18583770820289;24;151;22;48,1381;8,50761;5825;"7"
"144";0;0;0;1;0;0;0;1;0;0;63;2750;168,73;12,9723112095716;12;151;13;48,0543;8,4237;17568;"1"
"145";0;1;0;1;0;1;0;0;0;0;42;4970;1178,16;16,1405713352991;12;142;0;47,9598;8,50041;21340;"2"
"146";0;0;0;1;0;1;0;0;0;0;86;3948;90,37;15,045683482532;12;160;13;47,8193;8,67623;4577;"7"
"147";1;0;0;1;0;1;0;0;0;0;73;2621;318,01;14,0581929545455;24;159;13;47,8233;8,8224;3631;"7"
"148";0;0;0;1;0;1;0;0;0;0;90;4252;-185,78;15,8364584302689;12;155;37;47,907;8,65239;5991;"7"
"149";0;0;0;1;0;1;0;0;0;0;74;6227;45,76;20,9798455932043;12;154;13;47,8193;8,67623;4577;"7"
"150";0;0;1;1;0;1;0;0;0;0;77;5030;191,13;19,359163534279;24;139;0;48,0056;8,47567;5025;"8"
"151";0;0;0;1;0;1;0;0;0;0;67;3704;141,08;14,5650481759285;12;152;26;47,9115;8,27922;1954;"7"
"152";1;0;0;1;0;1;0;0;0;0;83;6993;306,2;14,871853810464;12;142;0;47,9598;8,50041;21340;"0"
"153";0;0;0;1;0;0;0;1;0;0;63;6489;365,75;18,4643982880056;12;152;13;48,0543;8,4237;17568;"1"
"154";0;0;0;1;0;1;0;0;0;0;49;4440;198,03;19,2972969999292;12;151;13;48,1381;8,50761;5825;"7"
"155";0;0;0;1;0;0;0;1;0;0;57;2921;79,05;12,9698129131629;24;160;13;48,1917;8,34549;3632;"1"
"156";1;0;0;1;0;1;0;0;0;0;69;3185;224,97;14,1195494598766;24;159;13;47,9319;8,87866;4507;"7"
"157";0;0;0;1;0;1;0;0;0;0;75;4301;260;13,8316562478232;24;159;13;47,8233;8,8224;3631;"7"
"158";0;0;0;1;0;1;0;0;0;0;82;2998;90,14;12,5710065070922;12;154;37;47,9393;8,72714;5581;"7"
"159";0;0;0;1;0;1;0;0;0;0;56;4111;127,31;16,8390989602708;24;154;37;47,8193;8,67623;4577;"7"
"160";1;0;0;1;0;1;0;0;0;0;47;1977;265,87;9,91318710422579;12;156;37;47,8961;8,50809;7436;"7"
"161";0;0;0;1;0;1;0;0;0;0;56;3014;143,09;6,53580910179641;24;151;16;48,0056;8,47567;5025;"7"
"162";1;0;0;1;0;0;1;0;0;0;73;7072;1098,65;21,8573216708369;24;152;13;47,9376;8,19061;11538;"0"
"163";0;0;0;1;0;1;0;0;0;0;68;4980;116,45;19,3928804221252;24;159;13;47,9393;8,72714;5581;"7"
"164";0;0;0;1;0;1;0;0;0;0;43;5143;82,26;19,8704171606823;24;158;13;48,095;8,55263;3581;"7"
"165";0;0;0;1;0;1;0;0;0;0;44;4224;118,33;15,764583670151;12;156;13;47,9598;8,50041;21340;"7"
"166";1;0;0;1;1;0;0;1;0;0;61;5029;391,31;23,4717598209988;24;160;13;48,0543;8,4237;17568;"1"
"167";0;0;0;1;0;0;1;0;0;0;81;4711;-5,64;18,9313825135455;24;152;37;47,9376;8,19061;11538;"5"
"168";0;0;0;1;0;1;0;0;0;0;55;5277;68,01;17,7998998893912;24;155;37;47,9598;8,50041;21340;"7"
"169";0;0;0;1;0;0;0;1;0;0;55;2559;65,85;13,3005530707763;24;160;37;48,0543;8,4237;17568;"1"
"170";0;0;0;1;0;1;0;0;0;0;82;3995;34,31;16,5003339248918;24;151;13;48,0056;8,47567;5025;"7"
"171";0;0;0;1;0;1;0;0;0;0;56;5166;-97,2;18,217579935776;12;159;13;47,9393;8,72714;5581;"7"
"172";0;0;0;1;0;1;0;0;0;0;72;4988;140,36;17,7536678888665;12;158;13;47,8851;8,35481;7590;"7"
"173";0;0;0;1;0;1;0;0;0;0;58;8488;492,48;30,05168066357;24;158;13;47,998;8,59023;12315;"7"
"174";1;0;0;1;0;1;0;0;0;0;47;6917;882,25;15,8115766562745;12;159;13;47,9319;8,87866;4507;"7"
"175";0;0;0;1;0;1;0;0;0;0;84;5429;157,38;20,7111784259259;24;154;37;47,9393;8,72714;5581;"7"
"176";1;0;0;1;0;1;0;0;0;0;86;5858;113,33;25,5358300067215;24;154;13;47,9598;8,50041;21340;"0"
"177";1;0;0;1;0;1;0;0;0;0;54;6298;1137,73;21,1635737466088;12;153;13;47,894;8,0779;2543;"7"
"178";0;0;0;1;0;1;0;0;0;0;89;1820;-16,4;9,50402575757575;12;154;37;47,9598;8,50041;21340;"7"
"179";0;0;0;1;0;1;0;0;0;0;87;6190;220,87;21,1421990837696;12;158;13;47,998;8,59023;12315;"7"
"180";0;0;0;1;0;1;0;0;0;0;71;3857;135,13;16,0946105373832;24;154;13;47,9598;8,50041;21340;"7"
"181";0;0;0;1;0;1;0;0;0;0;64;4311;5,28;15,5882207344719;12;156;30;47,5864;8,0247;6765;"7"
"182";1;0;0;1;0;1;0;0;0;0;92;5255;195,66;14,1040829024656;12;158;13;48,1533;8,42231;5895;"7"
"183";0;0;0;1;0;1;0;0;0;0;85;4026;117,39;16,5913043957603;24;158;13;47,998;8,59023;12315;"7"
"184";0;0;1;1;1;0;0;1;0;0;54;3886;240,33;17,3877103936122;24;158;13;48,0543;8,4237;17568;"0"
"185";0;0;0;1;0;1;0;0;0;0;44;7963;340,76;28,488167866594;24;158;13;47,998;8,59023;12315;"7"
"186";0;0;0;1;0;1;0;0;0;0;84;11701;658,15;35,235662491929;12;152;13;47,9746;8,26322;2129;"0"
"187";0;0;0;1;0;0;0;1;0;0;72;3045;172,49;14,7975170177444;24;160;13;48,0543;8,4237;17568;"1"
"188";0;0;0;1;0;1;0;0;0;0;88;5605;283,07;24,6373943478398;24;160;13;48,0056;8,47567;5025;"7"
"189";0;0;0;1;0;1;0;0;0;0;56;4702;145,44;17,0089323410724;12;158;37;47,998;8,59023;12315;"7"
"190";0;0;0;1;1;1;0;0;0;0;69;4547;81,25;19,5860297015691;12;155;13;47,9598;8,50041;21340;"3"
"191";0;0;0;1;0;1;0;0;0;0;60;4090;21,31;13,0610340032388;12;158;13;48,1533;8,42231;5895;"7"
"192";0;0;0;1;0;1;0;0;0;0;42;4999;115,52;22,2324148940607;24;155;13;47,907;8,65239;5991;"7"
"193";0;0;0;1;0;1;0;0;0;0;50;5184;-195,39;18,2645391587802;12;158;13;48,1533;8,42231;5895;"7"
"194";1;0;0;1;0;1;0;0;0;0;41;4877;303,3;17,4639020258777;12;151;37;48,1381;8,50761;5825;"7"
"195";0;0;0;1;0;1;0;0;0;0;75;2328;61,75;11,2918924209948;24;152;26;47,8851;8,35481;7590;"7"
"196";0;0;0;1;0;1;0;0;0;0;70;5892;284,78;25,6548118175364;24;160;13;47,9598;8,50041;21340;"7"
"197";0;1;0;1;0;1;0;0;0;0;51;3040;203,35;15,3301721810379;12;151;28;48,1533;8,42231;5895;"2"
"198";0;0;1;1;0;1;0;0;0;0;58;5192;207,17;18,0993833321243;12;156;13;47,8233;8,8224;3631;"0"
"199";0;0;0;1;0;1;0;0;0;0;75;3100;88,12;6,17209833817361;24;155;23;47,9598;8,50041;21340;"7"
"200";1;0;0;1;0;0;0;1;0;0;57;4182;369,38;16,9043637198385;12;151;37;48,0543;8,4237;17568;"1"
"201";0;0;0;1;0;1;0;0;0;0;57;6361;123,81;21,5943269590089;12;158;13;47,998;8,59023;12315;"7"
"202";1;0;0;1;0;1;0;0;0;0;54;6522;208,78;16,6679660174965;24;159;13;47,8233;8,8224;3631;"7"
"203";0;0;0;1;0;1;0;0;0;0;62;5338;204,4;18,6651049016716;12;154;13;47,9598;8,50041;21340;"7"
"204";0;0;0;1;0;1;0;0;0;0;97;2850;54,92;14,5904808241021;24;158;13;48,095;8,55263;3581;"7"
"205";1;0;0;1;0;1;0;0;0;0;61;2095;397,3;10,2200361235119;12;159;37;47,9319;8,87866;4507;"7"
"206";0;0;0;1;0;0;0;1;0;0;85;2683;153,42;12,644627808215;24;160;13;48,1917;8,34549;3632;"1"
"207";1;0;0;1;0;1;0;0;0;0;83;3221;338,32;13,152675530303;12;151;13;48,0056;8,47567;5025;"7"
"208";0;0;0;1;0;1;0;0;0;0;54;3947;125,9;6,94442024564519;24;160;25;48,0204;8,29805;3904;"7"
"209";0;0;0;1;0;1;0;0;0;0;79;3184;30,8;14,0330875059609;12;158;13;48,095;8,55263;3581;"7"
"210";0;0;0;1;0;1;0;0;0;0;77;4591;78,13;18,2503467868024;24;158;37;48,095;8,55263;3581;"7"
"211";0;0;0;1;0;1;0;0;0;0;80;4187;218,89;17,0632788317384;24;160;13;47,9598;8,50041;21340;"7"
"212";0;0;0;1;0;1;0;0;0;0;81;2813;79,64;12,2066542339833;12;154;26;47,9598;8,50041;21340;"7"
"213";0;0;0;1;0;1;0;0;0;0;64;5066;102,58;14,2299827660239;12;154;13;47,9598;8,50041;21340;"7"
"214";0;0;0;1;1;1;0;0;0;0;46;4186;152,61;17,059585;24;155;13;47,9598;8,50041;21340;"3"
"215";0;0;0;1;0;1;0;0;0;0;80;4115;190,02;16,8508006721843;24;158;37;47,998;8,59023;12315;"7"
"216";1;0;0;1;0;1;0;0;0;0;48;4599;378,4;18,2734968939394;24;159;13;47,8886;8,91306;3660;"7"
"217";0;0;0;1;0;1;0;0;0;0;76;3613;26,93;12,7184419475844;24;158;13;47,998;8,59023;12315;"7"
